user_id,signup_date,city,device,is_test_user,created_at
U045886,07-02-2024,Mumbai,,,2024-01-01 23:20:00
U031872,2024/01/25,Bangalore ,,true,2024-04-01 04:10:00
U047810,,DELHI,android,true,2024-04-20 19:03:00
U021590,2024-03-13,DELHI,,false,2024-01-29 13:02:00
U045903,2024-01-08,Mumbai,Android,,2024-04-16 18:12:00
U042918,2024/02/06,delhi,,,2024-05-07 11:26:00
U016749,2024/02/19,Chennai,iOS,true,2024-05-08 04:17:00
U013355,2024-02-03,Bangalore ,,true,2024-02-23 12:05:00
U004914,24-01-2024,,Android,true,2024-04-23 02:19:00
U032718,2024-01-19,DELHI,Android,,2024-05-12 12:39:00
U019558,2024-02-24,Bangalore ,iOS,true,2024-05-17 20:09:00
U038658,01-02-2024,Delhi,,true,2024-02-01 23:37:00
U037455,16-01-2024,Mumbai,Android,,2024-01-19 07:34:00
U036716,20-03-2024,Bangalore ,Android,true,2024-05-13 00:07:00
U029437,,delhi,,true,2024-05-10 06:07:00
U009747,25-02-2024,,Android,false,2024-03-09 03:10:00
U016871,,mumbai,android,true,2024-04-30 13:35:00
U034514,,mumbai,,true,2024-02-11 01:23:00
U008996,2024/02/22,Bangalore ,Android,true,2024-03-17 00:34:00
U027381,,DELHI,Android,false,2024-01-31 01:07:00
U033641,,,android,true,2024-02-27 00:48:00
U041585,2024/03/23,delhi,android,false,2024-04-21 03:12:00
U000599,,mumbai,,,2024-04-22 13:28:00
U004885,2024-01-15,Chennai,Android,,2024-03-20 02:11:00
U005196,,mumbai,,true,2024-04-16 02:26:00
U022298,2024-03-29,Delhi,iOS,false,2024-05-16 15:02:00
U010971,2024-03-08,mumbai,android,false,2024-05-08 17:10:00
U014165,,Chennai,android,,2024-03-06 16:38:00
U009654,,DELHI,iOS,,2024-02-16 12:59:00
U001186,03-02-2024,Bangalore ,iOS,false,2024-03-31 22:49:00
U004598,,DELHI,,false,2024-01-05 19:38:00
U046926,,Bangalore ,iOS,,2024-03-07 09:01:00
U032831,,DELHI,android,,2024-05-15 16:12:00
U041773,09-01-2024,DELHI,Android,false,2024-03-05 10:59:00
U047525,,Mumbai,iOS,true,2024-01-11 02:29:00
U031905,2024-03-29,Bangalore ,Android,false,2024-04-23 07:11:00
U035404,30-03-2024,delhi,,false,2024-03-23 07:43:00
U005999,2024-03-27,,iOS,,2024-01-30 14:39:00
U042823,2024/03/02,Chennai,android,false,2024-01-16 02:09:00
U006496,31-03-2024,Bangalore ,android,false,2024-03-10 05:19:00
U032820,05-02-2024,delhi,android,true,2024-02-10 21:46:00
U044995,2024-01-19,DELHI,android,false,2024-02-19 02:01:00
U028304,2024-01-17,Bangalore ,,false,2024-04-22 05:08:00
U048359,2024-02-06,Chennai,iOS,,2024-02-15 19:55:00
U044801,2024/02/04,,Android,true,2024-01-03 10:54:00
U034783,2024/03/07,Delhi,,true,2024-02-07 00:29:00
U012667,2024-02-13,,android,,2024-05-06 00:27:00
U023348,02-02-2024,Delhi,iOS,true,2024-02-18 22:54:00
U046810,2024/03/10,mumbai,,false,2024-04-13 22:06:00
U031940,,DELHI,android,true,2024-01-01 05:34:00
U046135,27-03-2024,Mumbai,,false,2024-03-03 10:57:00
U013820,2024-01-05,Bangalore ,android,false,2024-02-17 04:51:00
U021350,2024-01-25,DELHI,,true,2024-05-16 17:38:00
U045170,16-02-2024,,,,2024-05-15 09:51:00
U038495,2024/03/10,DELHI,android,false,2024-03-15 20:49:00
U016171,2024/01/20,delhi,Android,,2024-03-29 17:44:00
U008099,,delhi,,true,2024-01-25 16:12:00
U003700,2024-01-02,Chennai,Android,false,2024-03-08 05:39:00
U038856,,mumbai,,,2024-03-13 21:42:00
U019140,20-02-2024,Delhi,android,false,2024-01-16 07:01:00
U016633,2024-02-20,Mumbai,android,,2024-03-19 08:42:00
U003003,2024-03-04,DELHI,Android,,2024-01-25 17:25:00
U047781,31-01-2024,mumbai,iOS,true,2024-03-10 13:35:00
U013234,09-02-2024,Chennai,Android,true,2024-04-06 06:53:00
U022029,,Chennai,android,true,2024-01-13 18:22:00
U024587,24-03-2024,Chennai,android,true,2024-03-31 21:03:00
U046430,2024-03-29,,Android,false,2024-03-14 02:51:00
U030516,2024/02/28,Chennai,android,false,2024-03-26 14:26:00
U008923,,mumbai,,,2024-01-23 16:18:00
U024603,2024-01-02,,android,false,2024-01-20 02:58:00
U007194,2024-01-21,,,true,2024-02-10 20:18:00
U038436,2024-03-02,Mumbai,iOS,,2024-05-15 04:31:00
U010920,2024/03/13,mumbai,android,true,2024-02-07 16:17:00
U032167,2024-01-03,mumbai,,true,2024-02-21 08:34:00
U045631,2024/03/23,Bangalore ,Android,,2024-03-06 04:45:00
U035771,2024/01/26,Delhi,Android,false,2024-01-14 20:50:00
U005165,,Delhi,,,2024-03-19 20:00:00
U003646,,mumbai,,true,2024-01-01 10:54:00
U028568,,,iOS,,2024-03-25 23:58:00
U012530,2024/03/29,,Android,true,2024-05-09 22:33:00
U022295,,Bangalore ,Android,true,2024-02-21 08:45:00
U044826,,Chennai,android,false,2024-02-17 01:38:00
U007443,2024-03-22,DELHI,iOS,false,2024-04-11 15:32:00
U032017,,Chennai,iOS,,2024-01-28 16:44:00
U046645,,Delhi,android,true,2024-02-02 18:52:00
U033231,21-01-2024,Delhi,,,2024-03-06 07:00:00
U013322,,Chennai,android,,2024-04-15 10:39:00
U035003,2024-02-09,Chennai,android,,2024-05-11 17:43:00
U045231,,Chennai,android,false,2024-04-10 17:18:00
U028733,2024-01-10,Chennai,iOS,true,2024-01-21 16:38:00
U025770,,delhi,android,true,2024-05-04 06:15:00
U046996,2024/01/30,Chennai,iOS,true,2024-03-24 20:15:00
U024534,25-01-2024,,,,2024-04-03 22:38:00
U021803,2024-02-01,mumbai,android,false,2024-02-09 22:03:00
U042203,,DELHI,Android,true,2024-03-29 07:28:00
U039047,2024/01/07,DELHI,,,2024-01-03 16:47:00
U039270,10-02-2024,Mumbai,Android,,2024-01-11 05:37:00
U027007,2024-03-14,Chennai,Android,,2024-01-12 16:33:00
U000166,,Mumbai,android,false,2024-02-07 13:00:00
U047708,2024-03-18,DELHI,Android,true,2024-04-29 21:58:00
U040899,2024-02-30,delhi,Android,true,2024-01-08 21:43:00
U024104,,delhi,iOS,false,2024-01-09 21:50:00
U028363,,delhi,,,2024-03-25 07:01:00
U046753,2024/01/10,,android,,2024-03-20 13:45:00
U017946,,mumbai,iOS,false,2024-03-03 04:57:00
U034092,,Bangalore ,iOS,,2024-04-12 00:07:00
U020031,2024-02-02,Chennai,android,false,2024-01-18 22:29:00
U031614,2024-03-17,Bangalore ,iOS,false,2024-04-30 14:10:00
U047942,,Delhi,android,,2024-05-15 13:50:00
U004534,2024-02-26,Mumbai,,true,2024-02-22 14:22:00
U026732,,,android,true,2024-01-26 04:11:00
U048047,,mumbai,Android,false,2024-01-07 07:41:00
U004023,2024-02-30,DELHI,android,,2024-03-13 22:24:00
U022982,,,Android,true,2024-02-05 10:24:00
U038326,,DELHI,,false,2024-04-04 01:01:00
U032390,2024-02-30,DELHI,,true,2024-02-25 05:25:00
U008831,2024/03/12,Delhi,iOS,,2024-05-05 07:25:00
U001967,2024/01/14,Mumbai,android,true,2024-05-14 00:56:00
U019209,2024-02-08,mumbai,Android,true,2024-04-04 02:52:00
U009551,01-02-2024,Delhi,,false,2024-02-10 00:51:00
U034795,10-02-2024,Mumbai,,false,2024-02-19 07:50:00
U044824,2024/02/01,,Android,false,2024-05-07 22:46:00
U031531,13-02-2024,DELHI,Android,false,2024-02-27 13:01:00
U017964,2024-02-28,Mumbai,Android,,2024-01-20 08:17:00
U004244,,Chennai,iOS,false,2024-05-06 11:01:00
U031640,2024-03-02,Delhi,,,2024-04-23 00:09:00
U036767,06-02-2024,,,true,2024-04-19 05:21:00
U006998,2024-03-09,Chennai,,,2024-03-20 05:32:00
U009655,2024-01-02,Chennai,Android,false,2024-02-24 01:59:00
U035987,2024/01/01,DELHI,Android,,2024-03-24 14:11:00
U029648,,delhi,,false,2024-05-17 00:18:00
U024462,2024/01/16,,Android,true,2024-03-26 06:27:00
U003150,,Chennai,android,,2024-04-13 17:21:00
U027028,,,iOS,true,2024-01-12 05:54:00
U015387,17-03-2024,Delhi,Android,true,2024-04-05 22:01:00
U026698,2024-01-29,Chennai,,false,2024-01-26 05:59:00
U041713,2024-01-08,Mumbai,Android,false,2024-04-22 03:25:00
U022466,2024-01-06,Mumbai,iOS,true,2024-01-22 05:00:00
U049792,05-02-2024,delhi,Android,false,2024-02-05 16:38:00
U001853,2024/01/15,,,,2024-05-03 18:43:00
U002803,2024/01/03,Chennai,Android,true,2024-05-14 06:35:00
U039389,29-02-2024,Delhi,Android,,2024-01-28 15:45:00
U002141,2024/03/26,,android,false,2024-05-10 11:50:00
U005910,,,,,2024-03-12 19:08:00
U040356,,Chennai,,false,2024-03-18 17:55:00
U033366,05-01-2024,mumbai,android,false,2024-02-26 20:12:00
U022919,07-03-2024,delhi,android,false,2024-02-07 19:05:00
U033904,28-03-2024,Delhi,,,2024-02-21 05:33:00
U043713,24-01-2024,mumbai,Android,,2024-01-29 07:37:00
U007448,,Mumbai,Android,,2024-02-06 05:17:00
U028968,2024-01-18,Chennai,iOS,false,2024-03-28 14:54:00
U046241,2024/02/12,Mumbai,iOS,,2024-05-13 08:35:00
U001844,,Delhi,iOS,,2024-02-03 08:41:00
U007080,2024-02-30,mumbai,android,true,2024-04-06 21:15:00
U032692,,,Android,,2024-03-03 14:51:00
U023561,,DELHI,,,2024-04-10 23:27:00
U045901,,,android,false,2024-02-20 03:19:00
U002291,2024-01-16,delhi,android,false,2024-04-22 17:12:00
U035065,06-03-2024,Bangalore ,,true,2024-02-16 21:45:00
U006527,2024-03-18,Mumbai,Android,,2024-04-05 03:48:00
U008613,,DELHI,android,,2024-05-10 15:46:00
U002498,2024/01/28,Mumbai,,,2024-05-05 09:08:00
U015367,,DELHI,Android,false,2024-02-11 07:17:00
U039685,15-02-2024,Bangalore ,Android,false,2024-02-10 00:22:00
U022810,2024-02-21,Mumbai,,false,2024-04-18 04:22:00
U008535,,,android,true,2024-03-01 18:51:00
U029553,2024-02-30,Mumbai,Android,false,2024-03-14 13:46:00
U040891,2024/01/28,Chennai,iOS,false,2024-01-05 04:05:00
U005317,23-03-2024,Delhi,android,,2024-04-25 19:04:00
U024858,2024-03-12,delhi,,true,2024-01-01 04:20:00
U039959,2024-02-15,Mumbai,android,,2024-02-14 02:54:00
U011029,2024-02-15,Delhi,iOS,,2024-03-05 18:37:00
U040223,02-01-2024,delhi,iOS,false,2024-04-17 22:40:00
U021311,2024/02/17,Delhi,android,true,2024-03-06 02:07:00
U040577,2024/03/29,,,false,2024-03-31 11:50:00
U049110,,delhi,iOS,true,2024-02-03 18:31:00
U033920,2024-01-09,mumbai,Android,true,2024-02-08 07:18:00
U016212,2024/02/26,Bangalore ,,false,2024-02-02 04:33:00
U048793,,Chennai,iOS,true,2024-02-19 18:01:00
U028799,2024-02-30,Chennai,iOS,false,2024-02-14 02:13:00
U006867,07-03-2024,Delhi,Android,false,2024-04-10 20:43:00
U041822,,mumbai,Android,false,2024-02-22 06:24:00
U039656,2024-03-27,Bangalore ,iOS,false,2024-03-14 08:12:00
U038212,2024/03/30,DELHI,Android,true,2024-05-14 10:03:00
U029655,30-03-2024,Bangalore ,Android,true,2024-04-19 11:32:00
U016776,23-03-2024,delhi,,false,2024-03-21 19:54:00
U006038,,delhi,iOS,true,2024-01-20 07:03:00
U007062,,Bangalore ,Android,false,2024-01-03 04:47:00
U020758,07-01-2024,DELHI,iOS,false,2024-01-09 01:59:00
U034815,2024-02-11,Bangalore ,,true,2024-03-07 03:56:00
U027671,2024-02-03,delhi,android,,2024-05-13 11:49:00
U021934,09-01-2024,Mumbai,iOS,false,2024-01-27 06:08:00
U046284,2024-03-14,mumbai,,false,2024-03-21 13:12:00
U002035,2024/03/31,Chennai,,false,2024-01-12 20:40:00
U004999,2024/01/31,mumbai,android,true,2024-01-01 08:32:00
U042369,2024/02/09,Bangalore ,,,2024-04-02 20:51:00
U030623,04-03-2024,mumbai,android,false,2024-02-23 04:20:00
U038884,2024/02/09,Mumbai,iOS,,2024-03-16 01:04:00
U000782,2024-03-16,Delhi,Android,false,2024-01-30 03:33:00
U024349,,mumbai,Android,,2024-05-13 00:20:00
U000318,15-03-2024,Delhi,,false,2024-03-20 21:13:00
U008971,2024-03-21,mumbai,Android,,2024-05-10 22:19:00
U004458,,Delhi,iOS,true,2024-01-18 11:42:00
U032588,11-03-2024,delhi,android,false,2024-02-15 13:13:00
U044346,2024-01-13,,iOS,false,2024-02-12 08:20:00
U020812,2024/03/31,DELHI,iOS,true,2024-02-05 15:38:00
U040371,2024-02-30,Bangalore ,android,false,2024-04-28 23:07:00
U038629,2024/01/26,DELHI,Android,false,2024-01-22 08:26:00
U034618,2024-02-30,DELHI,android,,2024-04-03 18:48:00
U010309,2024-02-08,Mumbai,,,2024-01-19 06:21:00
U031992,03-02-2024,Bangalore ,Android,true,2024-02-18 16:26:00
U026155,2024-02-05,mumbai,Android,true,2024-05-15 07:50:00
U020602,2024/01/24,Delhi,Android,true,2024-02-20 14:09:00
U046905,2024/03/05,mumbai,iOS,,2024-04-28 04:58:00
U030527,11-02-2024,Delhi,iOS,true,2024-01-16 19:22:00
U001882,,Bangalore ,,,2024-01-22 15:14:00
U009001,,delhi,Android,,2024-01-23 05:19:00
U024995,2024/01/01,Delhi,iOS,false,2024-01-17 20:55:00
U047515,,delhi,,true,2024-02-04 00:06:00
U031360,2024/01/21,DELHI,Android,true,2024-03-30 08:01:00
U039130,2024/03/16,delhi,android,,2024-02-18 08:08:00
U017393,27-03-2024,Bangalore ,,true,2024-04-30 19:32:00
U000229,2024/02/10,,Android,,2024-04-10 15:32:00
U011782,,DELHI,iOS,false,2024-01-10 12:02:00
U005876,,Chennai,Android,false,2024-05-03 18:01:00
U026510,,DELHI,android,false,2024-04-14 00:40:00
U004785,,delhi,Android,,2024-04-29 03:23:00
U018096,20-03-2024,DELHI,Android,,2024-05-06 04:32:00
U038057,01-03-2024,,android,false,2024-03-17 00:09:00
U026987,07-01-2024,Chennai,,false,2024-04-28 21:21:00
U010964,01-03-2024,,android,false,2024-03-16 12:31:00
U038517,2024-02-29,delhi,,,2024-03-02 22:51:00
U032967,2024/01/16,Bangalore ,Android,true,2024-03-05 03:58:00
U013822,2024-03-10,Chennai,iOS,,2024-03-05 12:17:00
U009686,2024-02-15,Bangalore ,Android,true,2024-05-02 21:24:00
U039831,2024/03/10,mumbai,,,2024-03-13 10:14:00
U034263,2024-01-07,,android,false,2024-03-14 12:26:00
U048429,2024/01/22,Mumbai,Android,true,2024-05-18 14:01:00
U023721,07-03-2024,delhi,iOS,true,2024-02-29 17:22:00
U008817,11-02-2024,,iOS,false,2024-04-21 15:47:00
U033508,2024-01-15,Bangalore ,Android,,2024-02-14 11:48:00
U002156,2024-01-23,mumbai,,true,2024-05-16 23:20:00
U032244,30-01-2024,Bangalore ,Android,false,2024-03-28 23:27:00
U014254,2024-03-21,delhi,iOS,false,2024-01-11 04:06:00
U021734,16-02-2024,DELHI,Android,true,2024-04-26 21:36:00
U016715,2024-03-28,Chennai,Android,,2024-03-05 06:51:00
U040258,,delhi,iOS,,2024-02-22 16:15:00
U037921,2024-03-10,Delhi,,true,2024-02-07 16:15:00
U002166,2024-03-31,,,false,2024-03-08 02:59:00
U037021,20-03-2024,DELHI,,false,2024-03-17 05:33:00
U046244,,Bangalore ,iOS,,2024-01-19 12:22:00
U008795,2024/02/15,Mumbai,Android,true,2024-04-26 12:41:00
U039275,2024-02-30,Bangalore ,android,,2024-04-28 15:32:00
U024254,2024-03-31,mumbai,Android,true,2024-05-13 16:36:00
U005804,2024/02/06,delhi,iOS,,2024-05-10 16:39:00
U044754,09-03-2024,Bangalore ,iOS,true,2024-01-09 16:37:00
U036071,23-01-2024,DELHI,android,,2024-02-08 05:53:00
U029636,,Chennai,Android,true,2024-03-27 20:47:00
U016299,2024/01/09,Bangalore ,Android,false,2024-05-16 16:38:00
U009938,2024-01-04,Delhi,,false,2024-02-10 21:21:00
U033843,,delhi,iOS,false,2024-04-03 15:29:00
U016285,2024/03/13,Delhi,,true,2024-01-27 20:07:00
U038949,2024-02-29,Delhi,iOS,false,2024-01-03 02:34:00
U016307,,mumbai,android,,2024-03-16 21:12:00
U004904,2024-01-24,delhi,,false,2024-04-02 02:18:00
U036888,,delhi,iOS,,2024-05-17 10:05:00
U043495,,mumbai,iOS,false,2024-05-17 23:59:00
U018777,2024-03-28,,Android,false,2024-05-16 21:51:00
U011034,17-03-2024,Bangalore ,android,true,2024-04-15 23:07:00
U023550,13-03-2024,,iOS,,2024-02-23 18:25:00
U024221,2024/02/22,,,false,2024-04-08 21:38:00
U044525,2024-03-23,Chennai,android,,2024-03-01 15:12:00
U007248,2024-02-29,Delhi,iOS,true,2024-02-28 08:30:00
U046395,2024/02/23,DELHI,iOS,false,2024-01-02 19:02:00
U022750,2024/03/04,Chennai,android,true,2024-01-01 03:36:00
U019367,17-01-2024,Chennai,,false,2024-03-13 03:57:00
U006821,10-01-2024,Chennai,Android,true,2024-04-20 07:02:00
U035992,11-02-2024,mumbai,,,2024-04-12 19:07:00
U031602,2024-01-18,DELHI,Android,false,2024-05-11 04:53:00
U048778,,mumbai,android,false,2024-02-29 17:46:00
U010111,02-01-2024,Mumbai,iOS,true,2024-01-04 02:59:00
U006361,2024/03/28,mumbai,android,false,2024-04-10 06:20:00
U034611,,Bangalore ,android,false,2024-03-28 20:37:00
U002983,2024-03-18,Mumbai,,false,2024-04-12 01:50:00
U006826,28-01-2024,mumbai,android,false,2024-04-04 18:56:00
U042583,2024-02-30,mumbai,,false,2024-04-06 22:44:00
U022929,,Mumbai,,false,2024-02-16 22:22:00
U008561,2024-03-07,Bangalore ,,true,2024-04-14 20:34:00
U017179,10-02-2024,DELHI,android,false,2024-04-18 12:04:00
U044321,2024/03/21,DELHI,iOS,,2024-05-11 02:50:00
U030182,2024-01-31,DELHI,iOS,false,2024-04-01 16:11:00
U039478,,DELHI,android,true,2024-04-14 09:15:00
U031900,2024/02/15,mumbai,iOS,true,2024-03-14 20:39:00
U030577,2024-02-30,Delhi,Android,false,2024-04-26 02:51:00
U008497,2024/01/18,mumbai,,true,2024-03-23 03:18:00
U048507,,Delhi,,,2024-02-01 19:31:00
U042751,,Chennai,iOS,true,2024-01-24 00:07:00
U004324,2024/01/08,delhi,android,false,2024-01-28 07:51:00
U042849,08-01-2024,Delhi,android,false,2024-03-11 04:09:00
U024461,25-01-2024,Mumbai,android,,2024-02-12 15:57:00
U049784,,DELHI,android,true,2024-01-23 21:02:00
U029580,11-03-2024,Chennai,,true,2024-03-04 17:05:00
U041850,2024/01/02,Mumbai,,false,2024-02-12 09:37:00
U013959,2024-02-13,DELHI,iOS,true,2024-02-02 01:52:00
U036501,,Bangalore ,,false,2024-03-29 18:28:00
U036809,,mumbai,,,2024-01-21 07:26:00
U012333,10-02-2024,delhi,Android,false,2024-04-29 18:00:00
U016365,2024-01-19,delhi,iOS,true,2024-01-30 19:31:00
U028974,05-01-2024,DELHI,,false,2024-01-26 00:52:00
U044592,,DELHI,iOS,true,2024-02-24 07:13:00
U029589,2024-02-30,mumbai,,,2024-03-17 09:20:00
U007449,2024-02-10,mumbai,iOS,true,2024-01-11 23:50:00
U028686,2024/03/27,delhi,,true,2024-02-17 14:39:00
U000254,,mumbai,iOS,false,2024-03-01 09:23:00
U049010,23-01-2024,Bangalore ,iOS,false,2024-04-09 02:00:00
U002003,2024/03/26,DELHI,Android,,2024-01-27 07:45:00
U023533,,Bangalore ,,true,2024-03-01 07:00:00
U038431,03-01-2024,Mumbai,iOS,false,2024-02-11 01:48:00
U001682,07-02-2024,Bangalore ,,true,2024-04-07 16:09:00
U026557,2024/01/10,delhi,Android,,2024-05-16 21:25:00
U023964,2024/01/18,Delhi,iOS,false,2024-05-12 03:53:00
U039901,2024-01-20,mumbai,android,true,2024-01-25 22:54:00
U041065,2024-02-21,,android,,2024-03-05 15:19:00
U022623,,DELHI,iOS,false,2024-03-08 03:49:00
U012026,2024/02/15,,,false,2024-01-18 08:56:00
U027925,2024-01-15,DELHI,android,false,2024-03-13 18:34:00
U000622,2024-02-02,DELHI,iOS,true,2024-03-14 15:06:00
U036590,,,iOS,false,2024-02-24 23:44:00
U047497,08-03-2024,Bangalore ,android,true,2024-02-24 09:58:00
U006636,2024-03-18,Bangalore ,iOS,,2024-03-26 03:01:00
U014790,,Mumbai,Android,false,2024-03-05 08:24:00
U032383,2024-02-24,mumbai,android,false,2024-04-02 05:00:00
U004537,,Delhi,Android,,2024-01-04 11:55:00
U023990,,Bangalore ,android,,2024-03-23 08:29:00
U015242,2024-02-04,Chennai,iOS,false,2024-02-03 20:37:00
U035166,2024-01-02,delhi,Android,true,2024-02-06 07:44:00
U042897,20-01-2024,delhi,iOS,true,2024-04-16 05:16:00
U037365,,Chennai,android,,2024-04-21 12:53:00
U001221,2024/02/29,Bangalore ,android,true,2024-04-19 13:05:00
U022743,,Mumbai,Android,true,2024-01-20 04:10:00
U038592,26-01-2024,Mumbai,android,false,2024-01-29 07:45:00
U043710,2024/03/21,Bangalore ,android,false,2024-05-15 05:58:00
U020269,2024/02/08,Mumbai,,false,2024-04-13 11:58:00
U039493,2024/01/04,Bangalore ,Android,true,2024-02-01 14:27:00
U018522,2024-02-09,mumbai,Android,false,2024-01-16 12:10:00
U023215,10-02-2024,,android,false,2024-02-09 14:41:00
U031671,,DELHI,Android,,2024-05-17 06:54:00
U043020,2024-03-03,Chennai,,false,2024-01-05 19:04:00
U003535,2024-02-09,delhi,iOS,true,2024-02-13 10:17:00
U044672,04-03-2024,delhi,android,,2024-03-24 05:26:00
U016646,2024-01-21,DELHI,android,false,2024-02-24 05:04:00
U001636,,Mumbai,iOS,false,2024-05-02 09:02:00
U021296,2024-01-28,mumbai,android,,2024-02-18 08:21:00
U013490,2024/01/02,,iOS,,2024-04-01 05:05:00
U047305,24-01-2024,DELHI,,false,2024-04-14 12:55:00
U027122,2024-02-01,,Android,false,2024-02-15 10:48:00
U039724,2024-02-06,Mumbai,Android,false,2024-03-03 07:15:00
U039385,,delhi,iOS,true,2024-02-20 07:18:00
U004048,2024/03/16,Chennai,iOS,,2024-04-15 04:51:00
U044043,29-01-2024,Delhi,,,2024-03-22 17:06:00
U036789,2024-01-02,Delhi,iOS,,2024-02-25 22:57:00
U002741,,,,,2024-02-18 18:00:00
U047267,2024-02-30,Chennai,android,true,2024-04-18 04:49:00
U033733,2024/01/04,delhi,,true,2024-02-25 02:12:00
U044399,2024-01-15,Chennai,,,2024-04-14 22:31:00
U005549,24-03-2024,Delhi,,,2024-04-03 01:55:00
U018280,13-01-2024,Mumbai,,,2024-04-06 11:33:00
U030957,2024/02/18,Mumbai,Android,true,2024-04-26 05:58:00
U018279,2024-03-30,delhi,Android,false,2024-04-12 05:38:00
U008764,2024-03-27,,iOS,true,2024-05-07 13:22:00
U027940,,mumbai,,true,2024-02-07 14:38:00
U003351,,Delhi,android,false,2024-02-26 17:03:00
U035467,28-03-2024,,,,2024-04-27 03:42:00
U010236,2024/03/05,Delhi,,,2024-05-04 12:22:00
U049063,09-03-2024,DELHI,android,false,2024-03-12 17:09:00
U011932,,,iOS,,2024-03-09 08:03:00
U005678,10-01-2024,,android,true,2024-04-17 06:04:00
U023925,05-01-2024,Delhi,iOS,true,2024-03-21 23:27:00
U046958,2024/03/08,Mumbai,android,,2024-01-10 19:39:00
U029006,2024/01/21,mumbai,,true,2024-03-01 17:01:00
U047956,2024/01/01,Mumbai,Android,false,2024-03-14 17:16:00
U010490,2024-03-04,Mumbai,,,2024-03-05 11:08:00
U037251,,Mumbai,iOS,true,2024-05-14 02:49:00
U011272,20-03-2024,DELHI,iOS,false,2024-03-26 21:25:00
U017636,2024-01-24,Chennai,,false,2024-02-14 01:12:00
U013368,2024-03-30,Chennai,android,true,2024-03-13 17:00:00
U034012,2024-01-21,DELHI,android,true,2024-02-14 05:09:00
U013858,2024-03-18,,iOS,true,2024-05-12 11:55:00
U003169,2024-02-29,,,false,2024-02-22 16:21:00
U017262,11-01-2024,mumbai,iOS,false,2024-05-15 02:58:00
U024312,2024-03-03,DELHI,Android,,2024-01-12 16:46:00
U026335,,Bangalore ,Android,,2024-02-01 09:13:00
U006136,,Bangalore ,Android,,2024-02-10 11:37:00
U035492,20-02-2024,,android,false,2024-01-30 21:01:00
U033916,,delhi,Android,,2024-03-17 04:02:00
U026643,2024/02/06,Bangalore ,Android,true,2024-04-23 17:53:00
U014614,,Delhi,android,,2024-04-16 06:59:00
U031048,16-02-2024,Bangalore ,android,false,2024-03-10 09:39:00
U039996,2024/03/02,,Android,false,2024-01-19 08:10:00
U047269,2024/03/17,Bangalore ,iOS,false,2024-03-11 12:17:00
U040440,09-03-2024,Mumbai,,,2024-05-11 02:39:00
U047044,2024-03-09,Bangalore ,,,2024-01-25 12:17:00
U003282,2024-03-05,delhi,android,false,2024-03-19 10:18:00
U044596,2024/01/24,,iOS,true,2024-01-20 17:51:00
U022894,2024/02/15,delhi,android,true,2024-05-02 14:28:00
U004009,10-02-2024,,,false,2024-01-12 07:23:00
U044898,2024/02/11,DELHI,android,false,2024-02-01 17:11:00
U014419,2024-01-05,Delhi,android,,2024-01-18 08:28:00
U047832,2024/03/30,Mumbai,iOS,,2024-02-08 18:20:00
U005469,2024-03-21,Bangalore ,android,,2024-05-11 05:12:00
U013798,2024/01/26,Chennai,android,,2024-02-10 18:01:00
U034855,2024/02/25,,Android,,2024-05-03 05:21:00
U024817,2024-01-19,Bangalore ,android,false,2024-05-02 09:41:00
U043750,2024/02/03,,iOS,,2024-05-05 00:24:00
U026035,11-02-2024,mumbai,,true,2024-04-23 12:59:00
U031364,2024-01-09,Delhi,,false,2024-05-05 23:31:00
U014659,31-01-2024,Bangalore ,Android,false,2024-04-05 15:11:00
U048479,24-02-2024,delhi,Android,true,2024-03-14 13:47:00
U027072,16-03-2024,delhi,,false,2024-02-18 23:03:00
U006602,,delhi,Android,,2024-04-10 13:12:00
U017336,2024-01-29,Delhi,,false,2024-03-03 00:06:00
U022194,2024-03-24,mumbai,,false,2024-05-10 10:19:00
U032235,2024-03-17,Delhi,android,false,2024-05-17 11:37:00
U014576,2024-01-28,Mumbai,android,false,2024-04-12 02:24:00
U003148,27-03-2024,Delhi,Android,true,2024-01-09 03:15:00
U043590,,delhi,iOS,,2024-02-07 07:05:00
U011617,2024/01/13,Chennai,iOS,,2024-01-29 04:27:00
U047373,2024-01-20,delhi,iOS,,2024-04-22 17:21:00
U032234,,Mumbai,,,2024-03-26 04:25:00
U020585,29-03-2024,Mumbai,Android,,2024-05-07 06:56:00
U017140,2024/01/21,,android,,2024-02-27 19:24:00
U032303,2024-03-05,Chennai,Android,,2024-01-02 18:26:00
U016316,30-03-2024,,,true,2024-03-05 04:12:00
U029668,,Delhi,android,,2024-05-01 00:13:00
U034844,2024-01-04,Bangalore ,,true,2024-05-13 05:54:00
U042096,2024-03-20,mumbai,android,,2024-03-27 00:50:00
U022263,2024/03/09,Delhi,iOS,,2024-01-06 06:18:00
U015205,,delhi,iOS,false,2024-03-20 22:39:00
U006598,,Chennai,iOS,,2024-03-15 06:02:00
U039468,2024-03-24,DELHI,android,false,2024-02-13 17:27:00
U008587,2024-03-12,mumbai,,,2024-05-03 18:55:00
U013001,2024/03/02,DELHI,Android,true,2024-02-22 11:12:00
U024213,,mumbai,android,,2024-04-10 09:56:00
U048537,2024/02/07,Delhi,iOS,false,2024-04-01 18:01:00
U038488,,Delhi,,,2024-03-29 15:40:00
U002366,11-03-2024,DELHI,android,false,2024-03-04 20:41:00
